WD08CD,WD08NM,PCO08CD,PCO08NM,
18UEHE,Marwood,5QQ,Devon,
18UEHF,Newport,5QQ,Devon,
18UEHG,North Molton,5QQ,Devon,
18UEHH,Pilton,5QQ,Devon,
18UEHJ,South Molton,5QQ,Devon,
18UEHK,Witheridge,5QQ,Devon,
18UEHL,Yeo Valley,5QQ,Devon,
18UGGM,Allington and Loddiswell,5QQ,Devon,
18UGGN,Avon and Harbourne,5QQ,Devon,
18UGGP,Bickleigh and Shaugh,5QQ,Devon,
18UGGQ,Charterlands,5QQ,Devon,
18UGGR,Cornwood and Sparkwell,5QQ,Devon,
18UGGS,Dartington,5QQ,Devon,
18UGGT,Dartmouth and Kingswear,5QQ,Devon,
18UGGU,Dartmouth Townstal,5QQ,Devon,
18UGGW,East Dart,5QQ,Devon,
18UGGX,Eastmoor,5QQ,Devon,
18UGGY,Erme Valley,5QQ,Devon,
18UGGZ,Ivybridge Central,5QQ,Devon,
18UGHA,Ivybridge Filham,5QQ,Devon,
18UGHB,Ivybridge Woodlands,5QQ,Devon,
18UGHC,Kingsbridge East,5QQ,Devon,
18UGHD,Kingsbridge North,5QQ,Devon,
18UGHE,Marldon,5QQ,Devon,
18UGHF,Newton and Noss,5QQ,Devon,
18UGHG,Salcombe and Malborough,5QQ,Devon,
18UGHH,Saltstone,5QQ,Devon,
18UGHJ,Skerries,5QQ,Devon,
18UGHK,South Brent,5QQ,Devon,
18UGHL,Stokenham,5QQ,Devon,
18UGHM,Thurlestone,5QQ,Devon,
18UGHN,Totnes Bridgetown,5QQ,Devon,
18UGHP,Totnes Town,5QQ,Devon,
18UGHQ,Wembury and Brixton,5QQ,Devon,
18UGHR,West Dart,5QQ,Devon,
18UGHS,Westville and Alvington,5QQ,Devon,
18UGHT,Yealmpton,5QQ,Devon,
18UHGL,Ambrook,5QQ,Devon,
18UHGM,Ashburton and Buckfastleigh,5QQ,Devon,
18UHGN,Bishopsteignton,5QQ,Devon,
18UHGP,Bovey,5QQ,Devon,
18UHGQ,Bradley,5QQ,Devon,
18UHGR,Buckland and Milber,5QQ,Devon,
18UHGS,Bushell,5QQ,Devon,
18UHGT,Chudleigh,5QQ,Devon,
18UHGU,College,5QQ,Devon,
18UHGW,Dawlish Central and North East,5QQ,Devon,
18UHGX,Dawlish South West,5QQ,Devon,
18UHGY,Haytor,5QQ,Devon,
18UHGZ,Ipplepen,5QQ,Devon,
18UHHA,Kenn Valley,5QQ,Devon,
18UHHB,Kenton with Starcross,5QQ,Devon,
18UHHC,Kerswell-with-Combe,5QQ,Devon,
18UHHD,Kingsteignton East,5QQ,Devon,
18UHHE,Kingsteignton West,5QQ,Devon,
18UHHF,Moorland,5QQ,Devon,
18UHHG,Shaldon and Stokeinteignhead,5QQ,Devon,
18UHHH,Teignbridge North,5QQ,Devon,
18UHHJ,Teignmouth Central,5QQ,Devon,
18UHHK,Teignmouth East,5QQ,Devon,
18UHHL,Teignmouth West,5QQ,Devon,
18UHHM,Teign Valley,5QQ,Devon,
18UKGE,Appledore,5QQ,Devon,
18UKGF,Bideford East,5QQ,Devon,
18UKGG,Bideford North,5QQ,Devon,
18UKGH,Bideford South,5QQ,Devon,
18UKGJ,Broadheath,5QQ,Devon,
18UKGK,Clinton,5QQ,Devon,
18UKGL,Clovelly Bay,5QQ,Devon,
18UKGM,Coham Bridge,5QQ,Devon,
18UKGN,Forest,5QQ,Devon,
18UKGP,Hartland and Bradworthy,5QQ,Devon,
18UKGQ,Holsworthy,5QQ,Devon,
18UKGR,Kenwith,5QQ,Devon,
18UKGS,Monkleigh and Littleham,5QQ,Devon,
18UKGT,Northam,5QQ,Devon,
18UKGU,Orchard Hill,5QQ,Devon,
18UKGW,Shebbear and Langtree,5QQ,Devon,
18UKGX,Tamarside,5QQ,Devon,
18UKGY,Three Moors,5QQ,Devon,
18UKGZ,Torrington,5QQ,Devon,
18UKHA,Two Rivers,5QQ,Devon,
18UKHB,Waldon,5QQ,Devon,
18UKHC,Westward Ho!,5QQ,Devon,
18UKHD,Winkleigh,5QQ,Devon,
18ULFY,Bere Ferrers,5QQ,Devon,
18ULFZ,Bridestowe,5QQ,Devon,
18ULGA,Buckland Monachorum,5QQ,Devon,
18ULGB,Burrator,5QQ,Devon,
18ULGC,Chagford,5QQ,Devon,
18ULGD,Drewsteignton,5QQ,Devon,
18ULGE,Exbourne,5QQ,Devon,
18ULGF,Hatherleigh,5QQ,Devon,
18ULGG,Lew Valley,5QQ,Devon,
18ULGH,Lydford,5QQ,Devon,
18ULGJ,Mary Tavy,5QQ,Devon,
18ULGK,Milton Ford,5QQ,Devon,
18ULGL,North Tawton,5QQ,Devon,
18ULGM,Okehampton East,5QQ,Devon,
18ULGN,Okehampton West,5QQ,Devon,
18ULGP,Tamarside,5QQ,Devon,
18ULGQ,Tavistock North,5QQ,Devon,
18ULGR,Tavistock South,5QQ,Devon,
18ULGS,Tavistock South West,5QQ,Devon,
18ULGT,South Tawton,5QQ,Devon,
18ULGU,Thrushel,5QQ,Devon,
18ULGW,Walkham,5QQ,Devon,
19UCFL,Burton and Winkton,5QM,Dorset,
19UCFM,Grange,5QM,Dorset,
19UCFN,Highcliffe,5QM,Dorset,
19UCFP,Jumpers,5QM,Dorset,
19UCFQ,Mudeford and Friars Cliff,5QM,Dorset,
19UCFR,North Highcliffe and Walkford,5QM,Dorset,
19UCFS,Portfield,5QM,Dorset,
19UCFT,Purewell and Stanpit,5QM,Dorset,
19UCFU,St Catherine's and Hurn,5QM,Dorset,
19UCFW,Town Centre,5QM,Dorset,
19UCFX,West Highcliffe,5QM,Dorset,
19UDGA,Alderholt,5QM,Dorset,
19UDGB,Ameysford,5QM,Dorset,
19UDGC,Colehill East,5QM,Dorset,
19UDGD,Colehill West,5QM,Dorset,
19UDGE,Corfe Mullen Central,5QM,Dorset,
19UDGF,Corfe Mullen North,5QM,Dorset,
19UDGG,Corfe Mullen South,5QM,Dorset,
19UDGH,Crane,5QM,Dorset,
19UDGJ,Ferndown Central,5QM,Dorset,
19UDGK,Ferndown Links,5QM,Dorset,
19UDGL,Handley Vale,5QM,Dorset,
19UDGM,Holt,5QM,Dorset,
19UDGN,Longham,5QM,Dorset,
19UDGP,Parley,5QM,Dorset,
19UDGQ,St Leonards and St Ives East,5QM,Dorset,
19UDGR,St Leonards and St Ives West,5QM,Dorset,
19UDGS,Stapehill,5QM,Dorset,
19UDGT,Stour,5QM,Dorset,
19UDGU,Three Cross and Potterne,5QM,Dorset,
19UDGW,Verwood Dewlands,5QM,Dorset,
19UDGX,Verwood Newtown,5QM,Dorset,
19UDGY,Verwood Stephen's Castle,5QM,Dorset,
19UDGZ,West Moors,5QM,Dorset,
19UDHA,Wimborne Minster,5QM,Dorset,
19UEGE,Abbey,5QM,Dorset,
19UEGF,Blackmore,5QM,Dorset,
19UEGG,Blandford Damory Down,5QM,Dorset,
19UEGH,Blandford Hilltop,5QM,Dorset,
19UEGJ,Blandford Langton St Leonards,5QM,Dorset,
19UEGK,Blandford Old Town,5QM,Dorset,
19UEGL,Blandford Station,5QM,Dorset,
19UEGM,Bourton and District,5QM,Dorset,
19UEGN,Bulbarrow,5QM,Dorset,
19UEGP,Cranborne Chase,5QM,Dorset,
19UEGQ,Gillingham Town,5QM,Dorset,
19UEGR,Hill Forts,5QM,Dorset,
19UEGS,Lodbourne,5QM,Dorset,
19UEGT,Lydden Vale,5QM,Dorset,
19UEGU,Marnhull,5QM,Dorset,
19UEGW,Milton,5QM,Dorset,
19UEGX,Motcombe and Ham,5QM,Dorset,
19UEGY,Portman,5QM,Dorset,
19UEGZ,Riversdale,5QM,Dorset,
19UEHA,Shaftesbury Central,5QM,Dorset,
19UEHB,Shaftesbury Christy's,5QM,Dorset,
19UEHC,Shaftesbury Grosvenor,5QM,Dorset,
19UEHD,Shaftesbury Underhill,5QM,Dorset,
19UEHE,Stour Valley,5QM,Dorset,
19UEHF,The Beacon,5QM,Dorset,
19UEHG,The Lower Tarrants,5QM,Dorset,
19UEHH,The Stours,5QM,Dorset,
19UEHJ,Wyke,5QM,Dorset,
19UGFN,Bere Regis,5QM,Dorset,
19UGFP,Castle,5QM,Dorset,
19UGFQ,Creech Barrow,5QM,Dorset,
19UGFR,Langton,5QM,Dorset,
19UGFS,Lytchett Matravers,5QM,Dorset,
19UGFT,Lytchett Minster and Upton East,5QM,Dorset,
19UGFU,Lytchett Minster and Upton West,5QM,Dorset,
19UGFW,St. Martin,5QM,Dorset,
19UGFX,Swanage North,5QM,Dorset,
19UGFY,Swanage South,5QM,Dorset,
19UGFZ,Wareham,5QM,Dorset,
19UGGA,West Purbeck,5QM,Dorset,
19UGGB,Winfrith,5QM,Dorset,
19UGGC,Wool,5QM,Dorset,
19UHGR,Beaminster,5QM,Dorset,
19UHGS,Bradford Abbas,5QM,Dorset,
19UHGT,Bradpole,5QM,Dorset,
19UHGU,Bridport North,5QM,Dorset,
19UHGW,Bridport South and Bothenhampton,5QM,Dorset,
19UHGX,Broadmayne,5QM,Dorset,
19UHGY,Broadwindsor,5QM,Dorset,
19UHGZ,Burton Bradstock,5QM,Dorset,
19UHHA,Cam Vale,5QM,Dorset,
19UHHB,Charminster and Cerne Valley,5QM,Dorset,
19UHHC,Charmouth,5QM,Dorset,
19UHHD,Chesil Bank,5QM,Dorset,
19UHHE,Chickerell,5QM,Dorset,
19UHHF,Chideock and Symondsbury,5QM,Dorset,
19UHHG,Dorchester East,5QM,Dorset,
19UHHH,Dorchester North,5QM,Dorset,
19UHHJ,Dorchester South,5QM,Dorset,
19UHHK,Dorchester West,5QM,Dorset,
19UHHL,Frome Valley,5QM,Dorset,
19UHHM,Halstock,5QM,Dorset,
19UHHN,Loders,5QM,Dorset,
19UHHP,Lyme Regis,5QM,Dorset,
19UHHQ,Maiden Newton,5QM,Dorset,
19UHHR,Marshwood Vale,5QM,Dorset,
19UHHS,Netherbury,5QM,Dorset,
19UHHT,Owermoigne,5QM,Dorset,
19UHHU,Piddle Valley,5QM,Dorset,
19UHHW,Puddletown,5QM,Dorset,
19UHHX,Queen Thorne,5QM,Dorset,
19UHHY,Sherborne East,5QM,Dorset,
19UHHZ,Sherborne West,5QM,Dorset,
19UHJA,Winterborne St Martin,5QM,Dorset,
19UHJB,Yetminster,5QM,Dorset,
19UJFQ,Littlemoor,5QM,Dorset,
19UJFR,Melcombe Regis,5QM,Dorset,
19UJFS,Preston,5QM,Dorset,
19UJFT,Radipole,5QM,Dorset,
19UJFU,Tophill East,5QM,Dorset,
19UJFW,Tophill West,5QM,Dorset,
19UJFX,Underhill,5QM,Dorset,
19UJFY,Upwey and Broadwey,5QM,Dorset,
19UJFZ,Westham East,5QM,Dorset,
19UJGA,Westham North,5QM,Dorset,
19UJGB,Westham West,5QM,Dorset,
19UJGC,Wey Valley,5QM,Dorset,
19UJGD,Weymouth East,5QM,Dorset,
19UJGE,Weymouth West,5QM,Dorset,
19UJGF,Wyke Regis,5QM,Dorset,
20UBFT,Bournmoor,5ND,County Durham,
20UBFU,Chester Central,5ND,County Durham,
20UBFW,Chester East,5ND,County Durham,
20UBFX,Chester North,5ND,County Durham,
20UBFY,Chester South,5ND,County Durham,
20UBFZ,Chester West,5ND,County Durham,
20UBGA,Edmondsley and Waldridge,5ND,County Durham,
20UBGB,Grange Villa and West Pelton,5ND,County Durham,
20UBGC,Kimblesworth and Plawsworth,5ND,County Durham,
20UBGD,Lumley,5ND,County Durham,
20UBGE,North Lodge,5ND,County Durham,
20UBGF,Ouston,5ND,County Durham,
20UBGG,Pelton,5ND,County Durham,
20UBGH,Pelton Fell,5ND,County Durham,
20UBGJ,Sacriston,5ND,County Durham,
20UBGK,Urpeth,5ND,County Durham,
20UDGA,Annfield Plain,5ND,County Durham,
20UDGB,Benfieldside,5ND,County Durham,
20UDGC,Blackhill,5ND,County Durham,
20UDGD,Burnhope,5ND,County Durham,
20UDGE,Burnopfield,5ND,County Durham,
20UDGF,Castleside,5ND,County Durham,
20UDGG,Catchgate,5ND,County Durham,
20UDGH,Consett East,5ND,County Durham,
20UDGJ,Consett North,5ND,County Durham,
20UDGK,Consett South,5ND,County Durham,
20UDGL,Cornsay,5ND,County Durham,
20UDGM,Craghead and South Stanley,5ND,County Durham,
20UDGN,Delves Lane,5ND,County Durham,
20UDGP,Dipton,5ND,County Durham,
20UDGQ,Ebchester and Medomsley,5ND,County Durham,
20UDGR,Esh,5ND,County Durham,
20UDGS,Havannah,5ND,County Durham,
20UDGT,Lanchester,5ND,County Durham,
20UDGU,Leadgate,5ND,County Durham,
20UDGW,South Moor,5ND,County Durham,
20UDGX,Stanley Hall,5ND,County Durham,
20UDGY,Tanfield,5ND,County Durham,
20UEGB,Bearpark and Witton Gilbert,5ND,County Durham,
20UEGC,Belmont,5ND,County Durham,
20UEGD,"Brancepeth, Langley Moor and Meadowfield",5ND,County Durham,
20UEGE,Brandon,5ND,County Durham,
20UEGF,Carrville and Gilesgate Moor,5ND,County Durham,
20UEGG,Cassop-cum-Quarrington,5ND,County Durham,
20UEGH,Coxhoe,5ND,County Durham,
20UEGJ,Crossgate and Framwelgate,5ND,County Durham,
20UEGK,Deerness,5ND,County Durham,
20UEGL,Elvet,5ND,County Durham,
20UEGM,Framwellgate Moor,5ND,County Durham,
20UEGN,Neville's Cross,5ND,County Durham,
20UEGP,New Brancepeth and Ushaw Moor,5ND,County Durham,
20UEGQ,Newton Hall North,5ND,County Durham,
20UEGR,Newton Hall South,5ND,County Durham,
20UEGS,Pelaw and Gilesgate,5ND,County Durham,
20UEGT,Pittington and West Rainton,5ND,County Durham,
20UEGU,St Nicholas,5ND,County Durham,
20UEGW,Shadforth and Sherburn,5ND,County Durham,
20UEGX,Shincliffe,5ND,County Durham,
20UFGD,Acre Rigg,5ND,County Durham,
20UFGE,Blackhalls,5ND,County Durham,
20UFGF,Dawdon,5ND,County Durham,
20UFGG,Dene House,5ND,County Durham,
20UFGH,Deneside,5ND,County Durham,
20UFGJ,Easington Colliery,5ND,County Durham,
20UFGK,Easington Village and South Hetton,5ND,County Durham,
20UFGL,Eden Hill,5ND,County Durham,
20UFGM,Haswell and Shotton,5ND,County Durham,
20UFGN,Horden North,5ND,County Durham,
20UFGP,Horden South,5ND,County Durham,
20UFGQ,Howletch,5ND,County Durham,
20UFGR,Hutton Henry,5ND,County Durham,
20UFGS,Murton East,5ND,County Durham,
20UFGT,Murton West,5ND,County Durham,
20UFGU,Passfield,5ND,County Durham,
20UFGW,Seaham Harbour,5ND,County Durham,
20UFGX,Seaham North,5ND,County Durham,
20UFGY,Thornley and Wheatley Hill,5ND,County Durham,
20UFGZ,Wingate,5ND,County Durham,
20UGFZ,Bishop Middleham and Cornforth,5ND,County Durham,
20UGGA,Broom,5ND,County Durham,
20UGGB,Byerley,5ND,County Durham,
20UGGC,Chilton,5ND,County Durham,
20UGGD,Ferryhill,5ND,County Durham,
20UGGE,Fishburn and Old Trimdon,5ND,County Durham,
20UGGF,Greenfield Middridge,5ND,County Durham,
20UGGG,Low Spennymoor and Tudhoe Grange,5ND,County Durham,
20UGGH,Middlestone,5ND,County Durham,
20UGGJ,Neville and Simpasture,5ND,County Durham,
20UGGK,New Trimdon and Trimdon Grange,5ND,County Durham,
20UGGL,Sedgefield,5ND,County Durham,
20UGGM,Shafto St Marys,5ND,County Durham,
20UGGN,Spennymoor,5ND,County Durham,
20UGGP,Sunnydale,5ND,County Durham,
20UGGQ,Thickley,5ND,County Durham,
20UGGR,Tudhoe,5ND,County Durham,
20UGGS,West,5ND,County Durham,
20UGGT,Woodham,5ND,County Durham,
20UHFW,Barnard Castle East,5ND,County Durham,
20UHFX,Barnard Castle North,5ND,County Durham,
20UHFY,Barnard Castle West,5ND,County Durham,
20UHFZ,Barningham and Ovington,5ND,County Durham,
20UHGA,Cockfield,5ND,County Durham,
20UHGB,Cotherstone with Lartington,5ND,County Durham,
20UHGC,Eggleston,5ND,County Durham,
20UHGD,Etherley,5ND,County Durham,
20UHGE,"Evenwood, Ramshaw and Lands",5ND,County Durham,
20UHGF,Gainford and Winston,5ND,County Durham,
20UHGG,Greta,5ND,County Durham,
20UHGH,Hamsterley and South Bedburn,5ND,County Durham,
20UHGJ,Ingleton,5ND,County Durham,
20UHGK,Lynesack,5ND,County Durham,
20UHGL,Middleton-in-Teesdale,5ND,County Durham,
20UHGM,Romaldkirk,5ND,County Durham,
20UHGN,Staindrop,5ND,County Durham,
20UHGP,Startforth,5ND,County Durham,
20UHGQ,Streatlam and Whorlton,5ND,County Durham,
20UJFY,Bishop Auckland Town,5ND,County Durham,
20UJFZ,Cockton Hill,5ND,County Durham,
20UJGA,Coundon,5ND,County Durham,
20UJGB,Crook North,5ND,County Durham,
20UJGC,Crook South,5ND,County Durham,
20UJGD,Dene Valley,5ND,County Durham,
20UJGE,Escomb,5ND,County Durham,
20UJGF,Henknowle,5ND,County Durham,
20UJGG,Howden,5ND,County Durham,
20UJGH,Hunwick,5ND,County Durham,
20UJGJ,St John's Chapel,5ND,County Durham,
20UJGK,Stanhope,5ND,County Durham,
20UJGL,Tow Law and Stanley,5ND,County Durham,
20UJGM,West Auckland,5ND,County Durham,
20UJGN,Wheatbottom and Helmington Row,5ND,County Durham,
20UJGP,Willington Central,5ND,County Durham,
20UJGQ,Willington West End,5ND,County Durham,
20UJGR,Wolsingham and Witton-le-Wear,5ND,County Durham,
20UJGS,Woodhouse Close,5ND,County Durham,
21UCFL,Devonshire,5P7,East Sussex Downs and Weald,
21UCFM,Hampden Park,5P7,East Sussex Downs and Weald,
21UCFN,Langney,5P7,East Sussex Downs and Weald,
21UCFP,Meads,5P7,East Sussex Downs and Weald,
21UCFQ,Old Town,5P7,East Sussex Downs and Weald,
21UCFR,Ratton,5P7,East Sussex Downs and Weald,
21UCFS,St Anthony's,5P7,East Sussex Downs and Weald,
21UCFT,Sovereign,5P7,East Sussex Downs and Weald,
21UCFU,Upperton,5P7,East Sussex Downs and Weald,
21UDFS,Ashdown,5P8,Hastings and Rother,
21UDFT,Baird,5P8,Hastings and Rother,
21UDFU,Braybrooke,5P8,Hastings and Rother,
21UDFW,Castle,5P8,Hastings and Rother,
21UDFX,Central St Leonards,5P8,Hastings and Rother,
21UDFY,Conquest,5P8,Hastings and Rother,
21UDFZ,Gensing,5P8,Hastings and Rother,
21UDGA,Hollington,5P8,Hastings and Rother,
21UDGB,Maze Hill,5P8,Hastings and Rother,
21UDGC,Old Hastings,5P8,Hastings and Rother,
21UDGD,Ore,5P8,Hastings and Rother,
21UDGE,St Helens,5P8,Hastings and Rother,
21UDGF,Silverhill,5P8,Hastings and Rother,
21UDGG,Tressell,5P8,Hastings and Rother,
21UDGH,West St Leonards,5P8,Hastings and Rother,
21UDGJ,Wishing Tree,5P8,Hastings and Rother,
21UFGG,Barcombe and Hamsey,5P7,East Sussex Downs and Weald,
21UFGH,Chailey and Wivelsfield,5P7,East Sussex Downs and Weald,
21UFGJ,Ditchling and Westmeston,5P7,East Sussex Downs and Weald,
21UFGK,East Saltdean and Telscombe Cliffs,5P7,East Sussex Downs and Weald,
21UFGL,Kingston,5P7,East Sussex Downs and Weald,
21UFGM,Lewes Bridge,5P7,East Sussex Downs and Weald,
21UFGN,Lewes Castle,5P7,East Sussex Downs and Weald,
21UFGP,Lewes Priory,5P7,East Sussex Downs and Weald,
21UFGQ,Newhaven Denton and Meeching,5P7,East Sussex Downs and Weald,
21UFGR,Newhaven Valley,5P7,East Sussex Downs and Weald,
21UFGS,Newick,5P7,East Sussex Downs and Weald,
21UFGT,Ouse Valley and Ringmer,5P7,East Sussex Downs and Weald,
21UFGU,Peacehaven East,5P7,East Sussex Downs and Weald,
21UFGW,Peacehaven North,5P7,East Sussex Downs and Weald,
21UFGX,Peacehaven West,5P7,East Sussex Downs and Weald,
21UFGY,"Plumpton, Streat, East Chiltington and St John (Without)",5P7,East Sussex Downs and Weald,
21UFGZ,Seaford Central,5P7,East Sussex Downs and Weald,
21UFHA,Seaford East,5P7,East Sussex Downs and Weald,
21UFHB,Seaford North,5P7,East Sussex Downs and Weald,
21UFHC,Seaford South,5P7,East Sussex Downs and Weald,
21UFHD,Seaford West,5P7,East Sussex Downs and Weald,
21UGGD,Battle Town,5P8,Hastings and Rother,
21UGGE,Brede Valley,5P8,Hastings and Rother,
21UGGF,Central,5P8,Hastings and Rother,
21UGGG,Collington,5P8,Hastings and Rother,
21UGGH,Crowhurst,5P8,Hastings and Rother,
21UGGJ,Darwell,5P8,Hastings and Rother,
21UGGK,Eastern Rother,5P8,Hastings and Rother,
21UGGL,Ewhurst and Sedlescombe,5P8,Hastings and Rother,
21UGGM,Kewhurst,5P8,Hastings and Rother,
21UGGN,Marsham,5P8,Hastings and Rother,
21UGGP,Old Town,5P8,Hastings and Rother,
21UGGQ,Rother Levels,5P8,Hastings and Rother,
21UGGR,Rye,5P8,Hastings and Rother,
21UGGS,Sackville,5P8,Hastings and Rother,
21UGGT,St Marks,5P8,Hastings and Rother,
21UGGU,St Michaels,5P8,Hastings and Rother,
21UGGW,St Stephens,5P8,Hastings and Rother,
21UGGX,Salehurst,5P8,Hastings and Rother,
21UGGY,Sidley,5P8,Hastings and Rother,
21UGGZ,Ticehurst and Etchingham,5P8,Hastings and Rother,
21UHGM,Alfriston,5P7,East Sussex Downs and Weald,
21UHGN,Buxted and Maresfield,5P7,East Sussex Downs and Weald,
21UHGP,Chiddingly and East Hoathly,5P7,East Sussex Downs and Weald,
21UHGQ,Cross in Hand/Five Ashes,5P7,East Sussex Downs and Weald,
21UHGR,Crowborough East,5P7,East Sussex Downs and Weald,
21UHGS,Crowborough Jarvis Brook,5P7,East Sussex Downs and Weald,
21UHGT,Crowborough North,5P7,East Sussex Downs and Weald,
21UHGU,Crowborough St. Johns,5P7,East Sussex Downs and Weald,
21UHGW,Crowborough West,5P7,East Sussex Downs and Weald,
21UHGX,Danehill/Fletching/Nutley,5P7,East Sussex Downs and Weald,
21UHGY,East Dean,5P7,East Sussex Downs and Weald,
21UHGZ,Forest Row,5P7,East Sussex Downs and Weald,
21UHHA,Framfield,5P7,East Sussex Downs and Weald,
21UHHB,Frant/Withyham,5P7,East Sussex Downs and Weald,
21UHHC,Hailsham Central and North,5P7,East Sussex Downs and Weald,
21UHHD,Hailsham East,5P7,East Sussex Downs and Weald,
21UHHE,Hailsham South and West,5P7,East Sussex Downs and Weald,
21UHHF,Hartfield,5P7,East Sussex Downs and Weald,
21UHHG,Heathfield East,5P7,East Sussex Downs and Weald,
21UHHH,Heathfield North and Central,5P7,East Sussex Downs and Weald,
21UHHJ,Hellingly,5P7,East Sussex Downs and Weald,
21UHHK,Herstmonceux,5P7,East Sussex Downs and Weald,
21UHHL,Horam,5P7,East Sussex Downs and Weald,
21UHHM,Mayfield,5P7,East Sussex Downs and Weald,
21UHHN,Ninfield and Hooe with Wartling,5P8,Hastings and Rother,
21UHHP,Pevensey and Westham,5P7,East Sussex Downs and Weald,
21UHHQ,Polegate North,5P7,East Sussex Downs and Weald,
21UHHR,Polegate South,5P7,East Sussex Downs and Weald,
21UHHS,Rotherfield,5P7,East Sussex Downs and Weald,
21UHHT,Uckfield Central,5P7,East Sussex Downs and Weald,
21UHHU,Uckfield New Town,5P7,East Sussex Downs and Weald,
21UHHW,Uckfield North,5P7,East Sussex Downs and Weald,
21UHHX,Uckfield Ridgewood,5P7,East Sussex Downs and Weald,
21UHHY,Wadhurst,5P7,East Sussex Downs and Weald,
21UHHZ,Willingdon,5P7,East Sussex Downs and Weald,
22UBFQ,Billericay East,5PY,South West Essex,
22UBFR,Billericay West,5PY,South West Essex,
22UBFS,Burstead,5PY,South West Essex,
22UBFT,Crouch,5PY,South West Essex,
22UBFU,Fryerns,5PY,South West Essex,
22UBFW,Laindon Park,5PY,South West Essex,
22UBFX,Langdon Hills,5PY,South West Essex,
22UBFY,Lee Chapel North,5PY,South West Essex,
22UBFZ,Nethermayne,5PY,South West Essex,
22UBGA,Pitsea North West,5PY,South West Essex,
22UBGB,Pitsea South East,5PY,South West Essex,
22UBGC,St Martin's,5PY,South West Essex,
22UBGD,Vange,5PY,South West Essex,
22UBGE,Wickford Castledon,5PY,South West Essex,
22UBGF,Wickford North,5PY,South West Essex,
22UBGG,Wickford Park,5PY,South West Essex,
22UCGL,Black Notley and Terling,5PX,Mid Essex,
22UCGM,Bocking Blackwater,5PX,Mid Essex,
22UCGN,Bocking North,5PX,Mid Essex,
22UCGP,Bocking South,5PX,Mid Essex,
22UCGQ,"Bradwell, Silver End and Rivenhall",5PX,Mid Essex,
22UCGR,Braintree Central,5PX,Mid Essex,
22UCGS,Braintree East,5PX,Mid Essex,
22UCGT,Braintree South,5PX,Mid Essex,
22UCGU,Bumpstead,5PV,West Essex,
22UCGW,Coggeshall and North Feering,5PX,Mid Essex,
22UCGX,Cressing and Stisted,5PX,Mid Essex,
22UCGY,Gosfield and Greenstead Green,5PX,Mid Essex,
22UCGZ,Great Notley and Braintree West,5PX,Mid Essex,
22UCHA,Halstead St Andrew's,5PX,Mid Essex,
22UCHB,Halstead Trinity,5PX,Mid Essex,
22UCHC,Hatfield Peverel,5PX,Mid Essex,
22UCHD,Hedingham and Maplestead,5PX,Mid Essex,
22UCHE,Kelvedon,5PX,Mid Essex,
22UCHF,Panfield,5PX,Mid Essex,
22UCHG,Rayne,5PX,Mid Essex,
22UCHH,Stour Valley North,5PX,Mid Essex,
22UCHJ,Stour Valley South,5PX,Mid Essex,
22UCHK,The Three Colnes,5PX,Mid Essex,
22UCHL,Three Fields,5PX,Mid Essex,
22UCHM,Upper Colne,5PX,Mid Essex,
22UCHN,Witham Chipping Hill and Central,5PX,Mid Essex,
22UCHP,Witham North,5PX,Mid Essex,
22UCHQ,Witham South,5PX,Mid Essex,
22UCHR,Witham West,5PX,Mid Essex,
22UCHS,Yeldham,5PX,Mid Essex,
22UDFT,Brentwood North,5PY,South West Essex,
22UDFU,Brentwood South,5PY,South West Essex,
22UDFW,Brentwood West,5PY,South West Essex,
22UDFX,Brizes and Doddinghurst,5PY,South West Essex,
22UDFY,"Herongate, Ingrave and West Horndon",5PY,South West Essex,
22UDFZ,Hutton Central,5PY,South West Essex,
22UDGA,Hutton East,5PY,South West Essex,
22UDGB,Hutton North,5PY,South West Essex,
22UDGC,Hutton South,5PY,South West Essex,
22UDGD,"Ingatestone, Fryerning and Mountnessing",5PY,South West Essex,
22UDGE,Pilgrims Hatch,5PY,South West Essex,
22UDGF,Shenfield,5PY,South West Essex,
22UDGG,South Weald,5PY,South West Essex,
22UDGH,Tipps Cross,5PY,South West Essex,
22UDGJ,Warley,5PY,South West Essex,
22UEFQ,Appleton,5P1,South East Essex,
22UEFR,Boyce,5P1,South East Essex,
22UEFS,Canvey Island Central,5P1,South East Essex,
22UEFT,Canvey Island East,5P1,South East Essex,
22UEFU,Canvey Island North,5P1,South East Essex,
22UEFW,Canvey Island South,5P1,South East Essex,
22UEFX,Canvey Island West,5P1,South East Essex,
22UEFY,Canvey Island Winter Gardens,5P1,South East Essex,
22UEFZ,Cedar Hall,5P1,South East Essex,
22UEGA,St George's,5P1,South East Essex,
22UEGB,St James,5P1,South East Essex,
22UEGC,St Mary's,5P1,South East Essex,
22UEGD,St Peter's,5P1,South East Essex,
22UEGE,Victoria,5P1,South East Essex,
22UFGE,Bicknacre and East and West Hanningfield,5PX,Mid Essex,
22UFGF,Boreham and The Leighs,5PX,Mid Essex,
22UFGG,Broomfield and The Walthams,5PX,Mid Essex,
22UFGH,Chelmer Village and Beaulieu Park,5PX,Mid Essex,
22UFGJ,Chelmsford Rural West,5PX,Mid Essex,
22UFGK,Galleywood,5PX,Mid Essex,
22UFGL,Goat Hall,5PX,Mid Essex,
22UFGM,Great Baddow East,5PX,Mid Essex,
