PAR08CD,PAR08NM,WD08CD,WD08NM,
26UD045,Ware,26UDHK,Ware Chadwell,
26UD045,Ware,26UDHN,Ware Trinity,
26UD045,Ware,26UDHL,Ware Christchurch,
26UD045,Ware,26UDHM,Ware St Mary's,
26UD046,Wareside,26UDHA,Hunsdon,
26UD047,Watton-at-Stone,26UDHP,Watton-at-Stone,
26UD048,Westmill,26UDHC,Mundens and Cottered,
26UD049,Widford,26UDHA,Hunsdon,
26UD050,Wyddial,26UDGP,Buntingford,
26UE001,Aldenham,26UEFX,Aldenham East,
26UE001,Aldenham,26UEFY,Aldenham West,
26UE002,Elstree and Borehamwood,26UEGC,Borehamwood Kenilworth,
26UE002,Elstree and Borehamwood,26UEGB,Borehamwood Hillside,
26UE002,Elstree and Borehamwood,26UEGH,Elstree,
26UE002,Elstree and Borehamwood,26UEFZ,Borehamwood Brookmeadow,
26UE002,Elstree and Borehamwood,26UEGA,Borehamwood Cowley Hill,
26UE003,Ridge,26UEGM,Shenley,
26UE004,Shenley,26UEGM,Shenley,
26UE005,South Mimms,26UEGM,Shenley,
26UF001,Ashwell,26UFHF,Arbury,
26UF002,Barkway,26UFHM,Ermine,
26UF003,Barley,26UFHM,Ermine,
26UF004,Bygrave,26UFHF,Arbury,
26UF005,Caldecote,26UFHF,Arbury,
26UF006,Clothall,26UFJF,Weston and Sandon,
26UF007,Codicote,26UFHL,Codicote,
26UF007,Codicote,26UFHW,Knebworth,
26UF008,Graveley,26UFHK,Chesfield,
26UF009,Hexton,26UFHT,"Hitchwood, Offa and Hoo",
26UF010,Hinxworth,26UFHF,Arbury,
26UF011,Holwell,26UFHJ,Cadwell,
26UF012,Ickleford,26UFHJ,Cadwell,
26UF013,St Ippolyts,26UFHR,Hitchin Priory,
26UF013,St Ippolyts,26UFHT,"Hitchwood, Offa and Hoo",
26UF014,Kelshall,26UFHM,Ermine,
26UF015,Kimpton,26UFHU,Kimpton,
26UF016,King's Walden,26UFHT,"Hitchwood, Offa and Hoo",
26UF017,Knebworth,26UFHW,Knebworth,
26UF018,Langley,26UFHT,"Hitchwood, Offa and Hoo",
26UF019,Lilley,26UFHT,"Hitchwood, Offa and Hoo",
26UF020,Newnham,26UFHF,Arbury,
26UF021,Nuthampstead,26UFHM,Ermine,
26UF022,Offley,26UFHT,"Hitchwood, Offa and Hoo",
26UF023,Pirton,26UFHT,"Hitchwood, Offa and Hoo",
26UF024,Preston,26UFHT,"Hitchwood, Offa and Hoo",
26UF025,Radwell,26UFHF,Arbury,
26UF026,Reed,26UFHM,Ermine,
26UF027,Royston,26UFJE,Royston Palace,
26UF027,Royston,26UFJC,Royston Heath,
26UF027,Royston,26UFJD,Royston Meridian,
26UF028,Rushden,26UFJF,Weston and Sandon,
26UF029,St Paul's Walden,26UFHT,"Hitchwood, Offa and Hoo",
26UF030,Sandon,26UFJF,Weston and Sandon,
26UF031,Therfield,26UFHM,Ermine,
26UF032,Wallington,26UFJF,Weston and Sandon,
26UF033,Weston,26UFJF,Weston and Sandon,
26UF034,Wymondley,26UFHK,Chesfield,
26UF035,Letchworth Garden City,26UFJB,Letchworth Wilbury,
26UF035,Letchworth Garden City,26UFHX,Letchworth East,
26UF035,Letchworth Garden City,26UFHY,Letchworth Grange,
26UF035,Letchworth Garden City,26UFHZ,Letchworth South East,
26UF035,Letchworth Garden City,26UFJA,Letchworth South West,
26UG001,Colney Heath,26UGGA,Colney Heath,
26UG002,Harpenden,26UGGD,Harpenden North,
26UG002,Harpenden,26UGGE,Harpenden South,
26UG002,Harpenden,26UGGF,Harpenden West,
26UG002,Harpenden,26UGGC,Harpenden East,
26UG003,Harpenden Rural,26UGGL,Redbourn,
26UG004,London Colney,26UGGA,Colney Heath,
26UG004,London Colney,26UGGG,London Colney,
26UG005,Redbourn,26UGGL,Redbourn,
26UG006,Sandridge,26UGGH,Marshalswick North,
26UG006,Sandridge,26UGGP,Sandridge,
26UG007,St Michael,26UGGL,Redbourn,
26UG008,St Stephen,26UGGK,Park Street,
26UG008,St Stephen,26UGGN,St Stephen,
26UG009,Wheathampstead,26UGGS,Wheathampstead,
26UJ001,Abbots Langley,26UJFX,Abbots Langley,
26UJ001,Abbots Langley,26UJFZ,Bedmond & Primrose Hill,
26UJ001,Abbots Langley,26UJGH,Langleybury,
26UJ001,Abbots Langley,26UJGJ,Leavesden,
26UJ002,Chorleywood,26UJGB,Chorleywood East,
26UJ002,Chorleywood,26UJGC,Chorleywood West,
26UJ002,Chorleywood,26UJGP,Penn,
26UJ002,Chorleywood,26UJGR,Rickmansworth West,
26UJ003,Croxley Green,26UJGD,Croxley Green,
26UJ003,Croxley Green,26UJGQ,Rickmansworth,
26UJ003,Croxley Green,26UJGE,Croxley Green North,
26UJ003,Croxley Green,26UJGF,Croxley Green South,
26UJ004,Sarratt,26UJGS,Sarratt,
26UJ005,Watford Rural,26UJFY,Ashridge,
26UJ005,Watford Rural,26UJGA,Carpenders Park,
26UJ005,Watford Rural,26UJGG,Hayling,
26UJ005,Watford Rural,26UJGM,Northwick,
26UJ005,Watford Rural,26UJGN,Oxhey Hall,
26UL001,Ayot St Lawrence,26ULHU,Welwyn West,
26UL002,Ayot St Peter,26ULHU,Welwyn West,
26UL003,Essendon,26ULHG,Hatfield East,
26UL004,Hatfield,26ULHK,Hatfield West,
26UL004,Hatfield,26ULHH,Hatfield South,
26UL004,Hatfield,26ULHG,Hatfield East,
26UL004,Hatfield,26ULHJ,Hatfield Villages,
26UL004,Hatfield,26ULHC,Brookmans Park and Little Heath,
26UL004,Hatfield,26ULHF,Hatfield Central,
26UL005,Northaw and Cuffley,26ULHN,Northaw and Cuffley,
26UL006,North Mymms,26ULHC,Brookmans Park and Little Heath,
26UL006,North Mymms,26ULHS,Welham Green,
26UL007,Welwyn,26ULHU,Welwyn West,
26UL007,Welwyn,26ULHT,Welwyn East,
26UL008,Woolmer Green,26ULHT,Welwyn East,
29UB001,Aldington,29UBHX,Saxon Shore,
29UB002,Appledore,29UBHM,Isle of Oxney,
29UB003,Bethersden,29UBJG,Weald Central,
29UB004,Biddenden,29UBHB,Biddenden,
29UB005,Bilsington,29UBHX,Saxon Shore,
29UB006,Bonnington,29UBHX,Saxon Shore,
29UB007,Boughton Aluph,29UBHD,Boughton Aluph and Eastwell,
29UB008,Brabourne,29UBHX,Saxon Shore,
29UB009,Brook,29UBHX,Saxon Shore,
29UB010,Challock,29UBHH,Downs West,
29UB011,Charing,29UBJG,Weald Central,
29UB011,Charing,29UBHF,Charing,
29UB012,Chilham,29UBHG,Downs North,
29UB013,Crundale,29UBHG,Downs North,
29UB014,Eastwell,29UBHD,Boughton Aluph and Eastwell,
29UB015,Egerton,29UBJJ,Weald North,
29UB016,Godmersham,29UBHG,Downs North,
29UB017,Great Chart with Singleton,29UBHK,Great Chart with Singleton North,
29UB017,Great Chart with Singleton,29UBHY,Singleton South,
29UB018,Hastingleigh,29UBHX,Saxon Shore,
29UB019,High Halden,29UBJG,Weald Central,
29UB020,Hothfield,29UBHH,Downs West,
29UB021,Kenardington,29UBHM,Isle of Oxney,
29UB022,Kingsnorth,29UBHS,Park Farm North,
29UB022,Kingsnorth,29UBHT,Park Farm South,
29UB022,Kingsnorth,29UBJF,Washford,
29UB022,Kingsnorth,29UBJH,Weald East,
29UB022,Kingsnorth,29UBJK,Weald South,
29UB023,Little Chart,29UBJG,Weald Central,
29UB024,Mersham,29UBJH,Weald East,
29UB025,Molash,29UBHG,Downs North,
29UB026,Newenden,29UBHU,Rolvenden and Tenterden West,
29UB027,Orlestone,29UBJK,Weald South,
29UB028,Pluckley,29UBJG,Weald Central,
29UB029,Rolvenden,29UBHU,Rolvenden and Tenterden West,
29UB030,Ruckinge,29UBHX,Saxon Shore,
29UB031,Sevington,29UBHL,Highfield,
29UB031,Sevington,29UBJH,Weald East,
29UB032,Shadoxhurst,29UBJK,Weald South,
29UB033,Smarden,29UBJJ,Weald North,
29UB034,Smeeth,29UBHX,Saxon Shore,
29UB035,Stanhope,29UBJA,Stanhope,
29UB035,Stanhope,29UBJF,Washford,
29UB036,Stone-cum-Ebony,29UBHM,Isle of Oxney,
29UB037,Tenterden,29UBHW,St Michaels,
29UB037,Tenterden,29UBJC,Tenterden North,
29UB037,Tenterden,29UBJD,Tenterden South,
29UB037,Tenterden,29UBHU,Rolvenden and Tenterden West,
29UB038,Warehorne,29UBJK,Weald South,
29UB039,Westwell,29UBHH,Downs West,
29UB040,Wittersham,29UBHM,Isle of Oxney,
29UB041,Woodchurch,29UBJK,Weald South,
29UB042,Wye with Hinxhill,29UBJL,Wye,
29UC001,Adisham,29UCGC,Barham Downs,
29UC002,Barham,29UCGC,Barham Downs,
29UC003,Bekesbourne-with-Patrixbourne,29UCGR,North Nailbourne,
29UC004,Bishopsbourne,29UCGR,North Nailbourne,
29UC005,Bridge,29UCGR,North Nailbourne,
29UC006,Chartham,29UCGF,Chartham and Stone Street,
29UC006,Chartham,29UCGK,Harbledown,
29UC007,Chestfield,29UCGG,Chestfield and Swalecliffe,
29UC008,Chislet,29UCGQ,Marshside,
29UC009,Fordwich,29UCGY,Sturry South,
29UC010,Hackington,29UCGE,Blean Forest,
29UC011,Harbledown and Rough Common,29UCGK,Harbledown,
29UC012,Hoath,29UCGQ,Marshside,
29UC013,Ickham and Well,29UCGP,Little Stour,
29UC014,Kingston,29UCGC,Barham Downs,
29UC015,Littlebourne,29UCGP,Little Stour,
29UC016,Lower Hardres,29UCGF,Chartham and Stone Street,
29UC017,Petham,29UCGF,Chartham and Stone Street,
29UC018,St. Cosmus and St. Damian in the Blean,29UCGE,Blean Forest,
29UC019,Sturry,29UCGQ,Marshside,
29UC019,Sturry,29UCGX,Sturry North,
29UC019,Sturry,29UCGY,Sturry South,
29UC020,Thanington Without,29UCHC,Wincheap,
29UC021,Upper Hardres,29UCGF,Chartham and Stone Street,
29UC022,Waltham,29UCGF,Chartham and Stone Street,
29UC023,Westbere,29UCGQ,Marshside,
29UC024,Wickhambreaux,29UCGP,Little Stour,
29UC025,Womenswold,29UCGC,Barham Downs,
29UC026,Herne and Broomfield,29UCGM,Herne and Broomfield,
29UD001,Bean,29UDGA,Bean and Darenth,
29UD002,Darenth,29UDGB,Brent,
29UD002,Darenth,29UDGA,Bean and Darenth,
29UD003,Longfield and New Barn,29UDGJ,"Longfield, New Barn and Southfleet",
29UD004,Southfleet,29UDGJ,"Longfield, New Barn and Southfleet",
29UD005,Stone,29UDGC,Castle,
29UD005,Stone,29UDGK,Newtown,
29UD005,Stone,29UDGM,Stone,
29UD006,Sutton-at-Hone and Hawley,29UDGN,Sutton-at-Hone and Hawley,
29UD007,Swanscombe and Greenhithe,29UDGD,Greenhithe,
29UD007,Swanscombe and Greenhithe,29UDGP,Swanscombe,
29UD008,Wilmington,29UDGS,Wilmington,
29UD008,Wilmington,29UDGL,Princes,
29UD008,Wilmington,29UDGG,Joydens Wood,
29UE001,Alkham,29UEGY,River,
29UE002,Ash,29UEGQ,Little Stour and Ashstone,
29UE003,Aylesham,29UEGJ,Aylesham,
29UE004,Capel-le-Ferne,29UEGL,Capel-le-Ferne,
29UE005,Denton with Wootton,29UEGP,Eythorne and Shepherdswell,
29UE006,Eastry,29UEGN,Eastry,
29UE007,Eythorne,29UEGP,Eythorne and Shepherdswell,
29UE008,Goodnestone,29UEGQ,Little Stour and Ashstone,
29UE009,Guston,29UEGZ,St Margaret's-at-Cliffe,
29UE010,Hougham Without,29UEGL,Capel-le-Ferne,
29UE011,Langdon,29UEGZ,St Margaret's-at-Cliffe,
29UE012,Lydden,29UEGR,Lydden and Temple Ewell,
29UE013,Nonington,29UEGJ,Aylesham,
29UE014,Northbourne,29UEGN,Eastry,
29UE015,Preston,29UEGQ,Little Stour and Ashstone,
29UE016,Ringwould with Kingsdown,29UEGX,Ringwould,
29UE017,Ripple,29UEGZ,St Margaret's-at-Cliffe,
29UE018,River,29UEGY,River,
29UE019,St. Margaret's at Cliffe,29UEGZ,St Margaret's-at-Cliffe,
29UE020,Sandwich,29UEHB,Sandwich,
29UE021,Shepherdswell with Coldred,29UEGP,Eythorne and Shepherdswell,
29UE022,Sholden,29UEGT,Middle Deal and Sholden,
29UE023,Staple,29UEGQ,Little Stour and Ashstone,
29UE024,Stourmouth,29UEGQ,Little Stour and Ashstone,
29UE025,Sutton,29UEGN,Eastry,
29UE026,Temple Ewell,29UEGR,Lydden and Temple Ewell,
29UE027,Tilmanstone,29UEGN,Eastry,
29UE028,Whitfield,29UEHF,Whitfield,
29UE029,Wingham,29UEGQ,Little Stour and Ashstone,
29UE030,Woodnesborough,29UEHB,Sandwich,
29UE031,Worth,29UEHB,Sandwich,
29UE032,Deal,29UEGT,Middle Deal and Sholden,
29UE032,Deal,29UEGU,Mill Hill,
29UE032,Deal,29UEGW,North Deal,
29UE033,Dover,29UEGK,Buckland,
29UE033,Dover,29UEHD,Town and Pier,
29UE033,Dover,29UEHC,Tower Hamlets,
29UE033,Dover,29UEHA,St Radigunds,
29UE033,Dover,29UEGM,Castle,
29UE033,Dover,29UEGS,"Maxton, Elms Vale and Priory",
29UE034,Great Mongeham,29UEGN,Eastry,
29UE035,Walmer,29UEGW,North Deal,
29UE035,Walmer,29UEHE,Walmer,
29UG001,Cobham,29UGGK,"Shorne, Cobham and Luddesdown",
29UG002,Higham,29UGFZ,Higham,
29UG003,Luddesdown,29UGGK,"Shorne, Cobham and Luddesdown",
29UG004,Meopham,29UGGB,Meopham North,
29UG004,Meopham,29UGGC,Meopham South and Vigo,
29UG005,Shorne,29UGGK,"Shorne, Cobham and Luddesdown",
29UG006,Vigo,29UGGC,Meopham South and Vigo,
29UH001,Barming,29UHGG,Barming,
29UH002,Bearsted,29UHGH,Bearsted,
29UH003,Bicknor,29UHHB,North Downs,
29UH004,Boughton Malherbe,29UHGT,Headcorn,
29UH005,Boughton Monchelsea,29UHGJ,Boughton Monchelsea and Chart Sutton,
29UH005,Boughton Monchelsea,29UHHC,Park Wood,
29UH006,Boxley,29UHGQ,East,
29UH006,Boxley,29UHGK,Boxley,
29UH006,Boxley,29UHGN,Detling and Thurnham,
29UH007,Bredhurst,29UHGK,Boxley,
29UH008,Broomfield and Kingswood,29UHGX,Leeds,
29UH009,Chart Sutton,29UHGJ,Boughton Monchelsea and Chart Sutton,
29UH010,Coxheath,29UHGM,Coxheath and Hunton,
29UH011,Detling,29UHGN,Detling and Thurnham,
29UH012,Downswood,29UHGP,Downswood and Otham,
29UH013,East Farleigh,29UHGM,Coxheath and Hunton,
29UH014,East Sutton,29UHGT,Headcorn,
29UH015,Frinsted,29UHHB,North Downs,
29UH016,Harrietsham,29UHGS,Harrietsham and Lenham,
29UH017,Headcorn,29UHGT,Headcorn,
29UH018,Hollingbourne,29UHHB,North Downs,
29UH019,Hucking,29UHHB,North Downs,
29UH020,Hunton,29UHGM,Coxheath and Hunton,
29UH021,Langley,29UHHH,Sutton Valence and Langley,
29UH022,Leeds,29UHGX,Leeds,
29UH023,Lenham,29UHGS,Harrietsham and Lenham,
29UH024,Linton,29UHGM,Coxheath and Hunton,
29UH025,Loose,29UHGY,Loose,
29UH025,Loose,29UHHF,South,
29UH025,Loose,29UHGM,Coxheath and Hunton,
29UH026,Marden,29UHGZ,Marden and Yalding,
29UH027,Nettlestead,29UHGZ,Marden and Yalding,
29UH028,Otham,29UHGP,Downswood and Otham,
29UH029,Otterden,29UHHB,North Downs,
29UH030,Staplehurst,29UHHG,Staplehurst,
29UH031,Stockbury,29UHHB,North Downs,
29UH032,Sutton Valence,29UHHH,Sutton Valence and Langley,
29UH033,Teston,29UHGG,Barming,
29UH034,Thurnham,29UHGN,Detling and Thurnham,
29UH035,Tovil,29UHHF,South,
29UH036,Ulcombe,29UHGT,Headcorn,
29UH037,West Farleigh,29UHGM,Coxheath and Hunton,
29UH038,Wichling,29UHHB,North Downs,
29UH039,Wormshill,29UHHB,North Downs,
29UH040,Yalding,29UHGZ,Marden and Yalding,
29UH041,Collier Street,29UHGZ,Marden and Yalding,
29UK001,Ash-cum-Ridley,29UKGX,Hartley and Hodsoll Street,
29UK001,Ash-cum-Ridley,29UKGK,Ash,
29UK002,Brasted,29UKGL,"Brasted, Chevening and Sundridge",
29UK003,Chevening,29UKGL,"Brasted, Chevening and Sundridge",
29UK004,Chiddingstone,29UKHA,Leigh and Chiddingstone Causeway,
29UK004,Chiddingstone,29UKHC,"Penshurst, Fordcombe and Chiddingstone",
29UK005,Cowden,29UKGM,Cowden and Hever,
29UK006,Crockenhill,29UKGN,Crockenhill and Well Hill,
29UK007,Dunton Green,29UKGP,Dunton Green and Riverhead,
29UK008,Edenbridge,29UKGQ,Edenbridge North and East,
29UK008,Edenbridge,29UKGR,Edenbridge South and West,
29UK009,Eynsford,29UKGS,Eynsford,
29UK010,Farningham,29UKGT,"Farningham, Horton Kirby and South Darenth",
29UK011,Fawkham,29UKGU,Fawkham and West Kingsdown,
29UK012,Halstead,29UKGW,"Halstead, Knockholt and Badgers Mount",
29UK013,Hartley,29UKGX,Hartley and Hodsoll Street,
29UK014,Hever,29UKGM,Cowden and Hever,
29UK015,Horton Kirby and South Darenth,29UKGT,"Farningham, Horton Kirby and South Darenth",
29UK016,Kemsing,29UKGZ,Kemsing,
29UK017,Knockholt,29UKGW,"Halstead, Knockholt and Badgers Mount",
29UK018,Leigh,29UKHA,Leigh and Chiddingstone Causeway,
29UK019,Otford,29UKHB,Otford and Shoreham,
29UK020,Penshurst,29UKHC,"Penshurst, Fordcombe and Chiddingstone",
29UK021,Riverhead,29UKGP,Dunton Green and Riverhead,
29UK022,Seal,29UKHD,Seal and Weald,
29UK023,Sevenoaks,29UKHD,Seal and Weald,
29UK023,Sevenoaks,29UKHH,Sevenoaks Town and St John's,
29UK023,Sevenoaks,29UKHG,Sevenoaks Northern,
29UK023,Sevenoaks,29UKHF,Sevenoaks Kippington,
29UK023,Sevenoaks,29UKHE,Sevenoaks Eastern,
29UK024,Sevenoaks Weald,29UKHD,Seal and Weald,
29UK025,Shoreham,29UKGN,Crockenhill and Well Hill,
29UK025,Shoreham,29UKGW,"Halstead, Knockholt and Badgers Mount",
29UK025,Shoreham,29UKHB,Otford and Shoreham,
29UK026,Sundridge with Ide Hill,29UKGL,"Brasted, Chevening and Sundridge",
29UK027,Swanley,29UKHL,Swanley White Oak,
29UK027,Swanley,29UKGY,Hextable,
29UK027,Swanley,29UKHJ,Swanley Christchurch and Swanley Village,
29UK027,Swanley,29UKHK,Swanley St Mary's,
29UK028,Westerham,29UKHM,Westerham and Crockham Hill,
29UK029,West Kingsdown,29UKGU,Fawkham and West Kingsdown,
29UK030,Hextable,29UKGY,Hextable,
29UL001,Acrise,29ULGX,North Downs East,
29UL002,Brenzett,29ULGZ,Romney Marsh,
29UL003,Brookland,29ULGZ,Romney Marsh,
29UL004,Burmarsh,29ULGZ,Romney Marsh,
29UL005,Dymchurch,29ULGC,Dymchurch and St Mary's Bay,
29UL006,Elham,29ULGD,Elham and Stelling Minnis,
29UL007,Elmsted,29ULGY,North Downs West,
29UL008,Hawkinge,29ULGX,North Downs East,
29UL009,Hythe,29ULGP,Hythe Central,
29UL009,Hythe,29ULGR,Hythe West,
29UL009,Hythe,29ULGQ,Hythe East,
29UL010,Ivychurch,29ULGZ,Romney Marsh,
29UL011,Lydd,29ULGS,Lydd,
29UL012,Lyminge,29ULGY,North Downs West,
29UL012,Lyminge,29ULHA,Tolsford,
29UL013,Lympne,29ULGT,Lympne and Stanford,
29UL014,Monks Horton,29ULGY,North Downs West,
29UL015,Newchurch,29ULGZ,Romney Marsh,
29UL016,Newington,29ULHA,Tolsford,
29UL017,New Romney,29ULGU,New Romney Coast,
29UL017,New Romney,29ULGW,New Romney Town,
29UL018,Old Romney,29ULGZ,Romney Marsh,
29UL019,Paddlesworth,29ULGX,North Downs East,
29UL020,Postling,29ULHA,Tolsford,
29UL021,St. Mary in the Marsh,29ULGC,Dymchurch and St Mary's Bay,
29UL021,St. Mary in the Marsh,29ULGZ,Romney Marsh,
29UL022,Saltwood,29ULHA,Tolsford,
29UL023,Sellindge,29ULGY,North Downs West,
29UL024,Snargate,29ULGZ,Romney Marsh,
29UL025,Stanford,29ULGT,Lympne and Stanford,
29UL026,Stelling Minnis,29ULGD,Elham and Stelling Minnis,
29UL027,Stowting,29ULGY,North Downs West,
29UL028,Swingfield,29ULGX,North Downs East,
29UL029,Folkestone,29ULGK,Folkestone Harvey West,
29UL029,Folkestone,29ULGM,Folkestone Park,
29UL029,Folkestone,29ULGE,Folkestone Cheriton,
29UL029,Folkestone,29ULGL,Folkestone Morehall,
29UL029,Folkestone,29ULGH,Folkestone Harbour,
29UL029,Folkestone,29ULGF,Folkestone East,
29UL029,Folkestone,29ULGJ,Folkestone Harvey Central,
29UL029,Folkestone,29ULGG,Folkestone Foord,
29UL030,Sandgate,29ULGN,Folkestone Sandgate,
29UM001,Badlesmere,29UMGH,East Downs,
29UM002,Bapchild,29UMHC,West Downs,
29UM003,Bobbing,29UMGJ,Grove,
29UM004,Borden,29UMGD,Borden,
29UM005,Boughton under Blean,29UMGE,Boughton and Courtenay,
29UM006,Bredgar,29UMHC,West Downs,
29UM008,Doddington,29UMGH,East Downs,
29UM009,Dunkirk,29UMGE,Boughton and Courtenay,
29UM010,Eastchurch,29UMGZ,Sheppey Central,
29UM011,Eastling,29UMGH,East Downs,
29UM012,Faversham,29UMGC,Abbey,
29UM012,Faversham,29UMGG,Davington Priory,
29UM012,Faversham,29UMGU,St Ann's,
29UM012,Faversham,29UMHB,Watling,
29UM013,Graveney with Goodnestone,29UMGE,Boughton and Courtenay,
29UM014,Hartlip,29UMGK,"Hartlip, Newington and Upchurch",
29UM015,Hernhill,29UMGE,Boughton and Courtenay,
29UM016,Iwade,29UMGL,Iwade and Lower Halstow,
29UM017,Leaveland,29UMGH,East Downs,
29UM018,Leysdown,29UMGN,Leysdown and Warden,
29UM019,Lower Halstow,29UMGL,Iwade and Lower Halstow,
29UM020,Luddenham,29UMHA,Teynham and Lynsted,
29UM021,Lynsted with Kingsdown,29UMHA,Teynham and Lynsted,
29UM022,Milstead,29UMHC,West Downs,
29UM023,Newington,29UMGK,"Hartlip, Newington and Upchurch",
29UM024,Newnham,29UMGH,East Downs,
29UM025,"Norton, Buckland and Stone",29UMHA,Teynham and Lynsted,
29UM026,Oare,29UMHA,Teynham and Lynsted,
29UM027,Ospringe,29UMGH,East Downs,
29UM028,Queenborough,29UMGS,Queenborough and Halfway,
29UM029,Rodmersham,29UMHC,West Downs,
29UM030,Selling,29UMGE,Boughton and Courtenay,
29UM031,Sheldwich,29UMGE,Boughton and Courtenay,
29UM032,Stalisfield,29UMGH,East Downs,
29UM034,Teynham,29UMHA,Teynham and Lynsted,
29UM035,Throwley,29UMGH,East Downs,
29UM036,Tonge,29UMHA,Teynham and Lynsted,
29UM037,Tunstall,29UMHD,Woodstock,
29UM038,Upchurch,29UMGK,"Hartlip, Newington and Upchurch",
29UM039,Warden,29UMGN,Leysdown and Warden,
29UM040,Minster-on-Sea,29UMGZ,Sheppey Central,
29UM040,Minster-on-Sea,29UMGQ,Minster Cliffs,
29UN001,Acol,29UNHA,Thanet Villages,
29UN002,Birchington,29UNGF,Birchington North,
29UN002,Birchington,29UNGG,Birchington South,
29UN003,Broadstairs and St. Peters,29UNGE,Beacon Road,
29UN003,Broadstairs and St. Peters,29UNGH,Bradstowe,
29UN003,Broadstairs and St. Peters,29UNGR,Kingsgate,
29UN003,Broadstairs and St. Peters,29UNGX,St Peters,
29UN003,Broadstairs and St. Peters,29UNHB,Viking,
29UN004,Manston,29UNHA,Thanet Villages,
29UN005,Minster,29UNHA,Thanet Villages,
29UN006,Monkton,29UNHA,Thanet Villages,
29UN007,St. Nicholas at Wade,29UNHA,Thanet Villages,
29UN008,Sarre,29UNHA,Thanet Villages,
29UN009,Cliffsend,29UNGK,Cliffsend and Pegwell,
29UP001,Addington,29UPHR,Downs,
29UP002,Aylesford,29UPHJ,Aylesford,
29UP002,Aylesford,29UPHK,Blue Bell Hill and Walderslade,
29UP002,Aylesford,29UPHM,"Burham, Eccles and Wouldham",
29UP003,Birling,29UPHR,Downs,
29UP004,Borough Green,29UPHL,Borough Green and Long Mill,
29UP005,Burham,29UPHM,"Burham, Eccles and Wouldham",
29UP006,Ditton,29UPHQ,Ditton,
29UP007,East Malling and Larkfield,29UPJB,Larkfield North,
29UP007,East Malling and Larkfield,29UPJC,Larkfield South,
29UP007,East Malling and Larkfield,29UPHS,East Malling,
29UP008,East Peckham,29UPHT,East Peckham and Golden Green,
29UP009,Hadlow,29UPHT,East Peckham and Golden Green,
29UP009,Hadlow,29UPHU,"Hadlow, Mereworth and West Peckham",
29UP010,Hildenborough,29UPHX,Hildenborough,
29UP011,Ightham,29UPHY,Ightham,
29UP012,Leybourne,29UPJK,West Malling and Leybourne,
29UP013,Mereworth,29UPHU,"Hadlow, Mereworth and West Peckham",
29UP013,Mereworth,29UPJA,Kings Hill,
29UP014,Offham,29UPHR,Downs,
29UP015,Platt,29UPHL,Borough Green and Long Mill,
29UP016,Plaxtol,29UPHL,Borough Green and Long Mill,
29UP017,Ryarsh,29UPHR,Downs,
29UP018,Shipbourne,29UPHL,Borough Green and Long Mill,
29UP019,Snodland,29UPJE,Snodland East,
29UP019,Snodland,29UPJF,Snodland West,
29UP020,Stansted,29UPHR,Downs,
29UP021,Trottiscliffe,29UPHR,Downs,
29UP022,Wateringbury,29UPJJ,Wateringbury,
29UP023,West Malling,29UPJK,West Malling and Leybourne,
29UP024,West Peckham,29UPHU,"Hadlow, Mereworth and West Peckham",
29UP025,Wouldham,29UPHM,"Burham, Eccles and Wouldham",
29UP026,Wrotham,29UPJL,Wrotham,
29UP027,Kings Hill,29UPJA,Kings Hill,
29UQ001,Benenden,29UQGB,Benenden and Cranbrook,
29UQ002,Bidborough,29UQGX,Speldhurst and Bidborough,
29UQ003,Brenchley,29UQGC,Brenchley and Horsmonden,
29UQ004,Capel,29UQGE,Capel,
29UQ005,Cranbrook,29UQGB,Benenden and Cranbrook,
29UQ005,Cranbrook,29UQGG,Frittenden and Sissinghurst,
29UQ006,Frittenden,29UQGG,Frittenden and Sissinghurst,
29UQ007,Goudhurst,29UQGH,Goudhurst and Lamberhurst,
29UQ008,Hawkhurst,29UQGJ,Hawkhurst and Sandhurst,
29UQ009,Horsmonden,29UQGC,Brenchley and Horsmonden,
29UQ010,Lamberhurst,29UQGH,Goudhurst and Lamberhurst,
29UQ011,Paddock Wood,29UQGL,Paddock Wood West,
29UQ011,Paddock Wood,29UQGK,Paddock Wood East,
29UQ012,Pembury,29UQGP,Pembury,
29UQ013,Sandhurst,29UQGJ,Hawkhurst and Sandhurst,
29UQ014,Southborough,29UQGU,Southborough and High Brooms,
29UQ014,Southborough,29UQGW,Southborough North,
29UQ015,Speldhurst,29UQGX,Speldhurst and Bidborough,
30UD001,Briercliffe,30UDGR,Briercliffe,
30UD002,Cliviger,30UDGT,Cliviger with Worsthorne,
30UD003,Dunnockshaw,30UDGU,Coal Clough with Deerplay,
30UD004,Habergham Eaves,30UDGU,Coal Clough with Deerplay,
30UD005,Hapton,30UDGZ,Hapton with Park,
30UD006,Ightenhill,30UDHF,Whittlefield with Ightenhill,
30UD007,Worsthorne-with-Hurstwood,30UDGT,Cliviger with Worsthorne,
30UD008,Padiham,30UDGY,Gawthorpe,
30UD008,Padiham,30UDGZ,Hapton with Park,
30UE001,Adlington,30UEFZ,Adlington and Anderton,
30UE002,Anderton,30UEFZ,Adlington and Anderton,
30UE003,Anglezarke,30UEGT,Pennine,
30UE004,Astley Village,30UEGA,Astley and Buckshaw,
30UE005,Bretherton,30UEGS,Lostock,
30UE006,Brindle,30UEGB,Brindle and Hoghton,
