WD08CD,WD08NM,REGD08CD,REGD08NM,PAR08CD,PAR08NM
00PPPA,Drybridge,839,Monmouthshire/Sir Fynwy,,
00PPPB,Goetre Fawr,839,Monmouthshire/Sir Fynwy,,
00PPPC,Green Lane,839,Monmouthshire/Sir Fynwy,,
00PPPD,Grofield,839,Monmouthshire/Sir Fynwy,,
00PPPE,Lansdown,839,Monmouthshire/Sir Fynwy,,
00PPPF,Larkfield,839,Monmouthshire/Sir Fynwy,,
00PPPG,Llanbadoc,839,Monmouthshire/Sir Fynwy,,
00PPPH,Llanelly Hill,839,Monmouthshire/Sir Fynwy,,
00PPPJ,Llanfoist Fawr,839,Monmouthshire/Sir Fynwy,,
00PPPK,Llangybi Fawr,839,Monmouthshire/Sir Fynwy,,
00PPPL,Llanover,839,Monmouthshire/Sir Fynwy,,
00PPPM,Llantilio Crossenny,839,Monmouthshire/Sir Fynwy,,
00PPPN,Llanwenarth Ultra,839,Monmouthshire/Sir Fynwy,,
00PPPP,Mardy,839,Monmouthshire/Sir Fynwy,,
00PPPQ,Mill,839,Monmouthshire/Sir Fynwy,,
00PPPR,Mitchel Troy,839,Monmouthshire/Sir Fynwy,,
00PPPS,Overmonnow,839,Monmouthshire/Sir Fynwy,,
00PPPT,Portskewett,839,Monmouthshire/Sir Fynwy,,
00PPPU,Priory,839,Monmouthshire/Sir Fynwy,,
00PPPW,Raglan,839,Monmouthshire/Sir Fynwy,,
00PPPX,Rogiet,839,Monmouthshire/Sir Fynwy,,
00PPPY,St. Arvans,839,Monmouthshire/Sir Fynwy,,
00PPPZ,St. Christopher's,839,Monmouthshire/Sir Fynwy,,
00PPQA,St. Kingsmark,839,Monmouthshire/Sir Fynwy,,
00PPQB,St. Mary's,839,Monmouthshire/Sir Fynwy,,
00PPQC,Severn,839,Monmouthshire/Sir Fynwy,,
00PPQD,Shirenewton,839,Monmouthshire/Sir Fynwy,,
00PPQE,The Elms,839,Monmouthshire/Sir Fynwy,,
00PPQF,Thornwell,839,Monmouthshire/Sir Fynwy,,
00PPQG,Trellech United,839,Monmouthshire/Sir Fynwy,,
00PPQH,Usk,839,Monmouthshire/Sir Fynwy,,
00PPQJ,West End,839,Monmouthshire/Sir Fynwy,,
00PPQK,Wyesham,839,Monmouthshire/Sir Fynwy,,
00PRMX,Allt-yr-yn,836,Newport,,
00PRMY,Alway,836,Newport,,
00PRMZ,Beechwood,836,Newport,,
00PRNA,Bettws,836,Newport,,
00PRNB,Caerleon,836,Newport,,
00PRNC,Gaer,836,Newport,,
00PRND,Graig,836,Newport,,
00PRNE,Langstone,836,Newport,,
00PRNF,Liswerry,836,Newport,,
00PRNG,Llanwern,836,Newport,,
00PRNH,Malpas,836,Newport,,
00PRNJ,Marshfield,836,Newport,,
00PRNK,Pillgwenlly,836,Newport,,
00PRNL,Ringland,836,Newport,,
00PRNM,Rogerstone,836,Newport,,
00PRNN,St. Julians,836,Newport,,
00PRNP,Shaftesbury,836,Newport,,
00PRNQ,Stow Hill,836,Newport,,
00PRNR,Tredegar Park,836,Newport,,
00PRNS,Victoria,836,Newport,,
00PTNF,Adamsdown,890,Cardiff/Caerdydd,,
00PTNG,Butetown,890,Cardiff/Caerdydd,,
00PTNH,Caerau,890,Cardiff/Caerdydd,,
00PTNJ,Canton,890,Cardiff/Caerdydd,,
00PTNK,Cathays,890,Cardiff/Caerdydd,,
00PTNL,Creigiau/St. Fagans,890,Cardiff/Caerdydd,,
00PTNM,Cyncoed,890,Cardiff/Caerdydd,,
00PTNN,Ely,890,Cardiff/Caerdydd,,
00PTNP,Fairwater,890,Cardiff/Caerdydd,,
00PTNQ,Gabalfa,890,Cardiff/Caerdydd,,
00PTNR,Grangetown,890,Cardiff/Caerdydd,,
00PTNS,Heath,890,Cardiff/Caerdydd,,
00PTNT,Lisvane,890,Cardiff/Caerdydd,,
00PTNU,Llandaff,890,Cardiff/Caerdydd,,
00PTNW,Llandaff North,890,Cardiff/Caerdydd,,
00PTNX,Llanishen,890,Cardiff/Caerdydd,,
00PTNY,Llanrumney,890,Cardiff/Caerdydd,,
00PTNZ,Pentwyn,890,Cardiff/Caerdydd,,
00PTPA,Pentyrch,890,Cardiff/Caerdydd,,
00PTPB,Penylan,890,Cardiff/Caerdydd,,
00PTPC,Plasnewydd,890,Cardiff/Caerdydd,,
00PTPD,Pontprennau/Old St. Mellons,890,Cardiff/Caerdydd,,
00PTPE,Radyr,890,Cardiff/Caerdydd,,
00PTPF,Rhiwbina,890,Cardiff/Caerdydd,,
00PTPG,Riverside,890,Cardiff/Caerdydd,,
00PTPH,Rumney,890,Cardiff/Caerdydd,,
00PTPJ,Splott,890,Cardiff/Caerdydd,,
00PTPK,Trowbridge,890,Cardiff/Caerdydd,,
00PTPL,Whitchurch and Tongwynlais,890,Cardiff/Caerdydd,,
09UCGH,Ampthill,309,Bedfordshire,,
09UCGJ,Arlesey,309,Bedfordshire,,
09UCGK,Aspley Guise,309,Bedfordshire,,
09UCGL,Biggleswade Holme,309,Bedfordshire,,
09UCGM,Biggleswade Ivel,309,Bedfordshire,,
09UCGN,Biggleswade Stratton,309,Bedfordshire,,
09UCGP,Clifton and Meppershall,309,Bedfordshire,,
09UCGQ,Cranfield,309,Bedfordshire,,
09UCGR,"Flitton, Greenfield and Pulloxhill",309,Bedfordshire,,
09UCGS,Flitwick East,309,Bedfordshire,,
09UCGT,Flitwick West,309,Bedfordshire,,
09UCGU,Harlington,309,Bedfordshire,,
09UCGW,"Houghton, Haynes, Southill and Old Warden",309,Bedfordshire,,
09UCGX,Langford and Henlow Village,309,Bedfordshire,,
09UCGY,Marston,309,Bedfordshire,,
09UCGZ,Maulden and Clophill,309,Bedfordshire,,
09UCHA,Northill and Blunham,309,Bedfordshire,,
09UCHB,Potton and Wensley,309,Bedfordshire,,
09UCHC,Sandy Ivel,309,Bedfordshire,,
09UCHD,Sandy Pinnacle,309,Bedfordshire,,
09UCHE,"Shefford, Campton and Gravenhurst",309,Bedfordshire,,
09UCHF,"Shillington, Stondon and Henlow Camp",309,Bedfordshire,,
09UCHG,Silsoe,309,Bedfordshire,,
09UCHH,Stotfold,309,Bedfordshire,,
09UCHJ,Westoning and Tingrith,309,Bedfordshire,,
09UCHK,Woburn,309,Bedfordshire,,
09UDGE,Brickhill,309,Bedfordshire,,
09UDGF,Bromham,309,Bedfordshire,,
09UDGG,Carlton,309,Bedfordshire,,
09UDGH,Castle,309,Bedfordshire,,
09UDGJ,Cauldwell,309,Bedfordshire,,
09UDGK,Clapham,309,Bedfordshire,,
09UDGL,De Parys,309,Bedfordshire,,
09UDGM,Eastcotts,309,Bedfordshire,,
09UDGN,Goldington,309,Bedfordshire,,
09UDGP,Great Barford,309,Bedfordshire,,
09UDGQ,Harpur,309,Bedfordshire,,
09UDGR,Harrold,309,Bedfordshire,,
09UDGS,Kempston East,309,Bedfordshire,,
09UDGT,Kempston North,309,Bedfordshire,,
09UDGU,Kempston South,309,Bedfordshire,,
09UDGW,Kingsbrook,309,Bedfordshire,,
09UDGX,Newnham,309,Bedfordshire,,
09UDGY,Oakley,309,Bedfordshire,,
09UDGZ,Putnoe,309,Bedfordshire,,
09UDHA,Queen's Park,309,Bedfordshire,,
09UDHB,Riseley,309,Bedfordshire,,
09UDHC,Roxton,309,Bedfordshire,,
09UDHD,Sharnbrook,309,Bedfordshire,,
09UDHE,Turvey,309,Bedfordshire,,
09UDHF,Wilshamstead,309,Bedfordshire,,
09UDHG,Wootton,309,Bedfordshire,,
09UEGC,All Saints,309,Bedfordshire,,
09UEGD,Barton-le-Clay,309,Bedfordshire,,
09UEGE,"Caddington, Hyde and Slip End",309,Bedfordshire,,
09UEGF,Chiltern,309,Bedfordshire,,
09UEGG,Dunstable Central,309,Bedfordshire,,
09UEGH,Eaton Bray,309,Bedfordshire,,
09UEGJ,Grovebury,309,Bedfordshire,,
09UEGK,Heath and Reach,309,Bedfordshire,,
09UEGL,Houghton Hall,309,Bedfordshire,,
09UEGM,Icknield,309,Bedfordshire,,
09UEGN,Kensworth and Totternhoe,309,Bedfordshire,,
09UEGP,Linslade,309,Bedfordshire,,
09UEGQ,Manshead,309,Bedfordshire,,
09UEGR,Northfields,309,Bedfordshire,,
09UEGS,Parkside,309,Bedfordshire,,
09UEGT,Planets,309,Bedfordshire,,
09UEGU,Plantation,309,Bedfordshire,,
09UEGW,Southcott,309,Bedfordshire,,
09UEGX,Stanbridge,309,Bedfordshire,,
09UEGY,Streatley,309,Bedfordshire,,
09UEGZ,Tithe Farm,309,Bedfordshire,,
09UEHA,Toddington,309,Bedfordshire,,
09UEHB,Watling,309,Bedfordshire,,
11UBGR,Aston Clinton,328,Buckinghamshire,,
11UBGS,Aylesbury Central,328,Buckinghamshire,,
11UBGT,Bedgrove,328,Buckinghamshire,,
11UBGU,Bierton,328,Buckinghamshire,,
11UBGW,Brill,328,Buckinghamshire,,
11UBGX,Buckingham North,328,Buckinghamshire,,
11UBGY,Buckingham South,328,Buckinghamshire,,
11UBGZ,Cheddington,328,Buckinghamshire,,
11UBHA,Coldharbour,328,Buckinghamshire,,
11UBHB,Edlesborough,328,Buckinghamshire,,
11UBHC,Elmhurst and Watermead,328,Buckinghamshire,,
11UBHD,Gatehouse,328,Buckinghamshire,,
11UBHE,Great Brickhill,328,Buckinghamshire,,
11UBHF,Great Horwood,328,Buckinghamshire,,
11UBHG,Grendon Underwood,328,Buckinghamshire,,
11UBHH,Haddenham,328,Buckinghamshire,,
11UBHJ,Long Crendon,328,Buckinghamshire,,
11UBHK,Luffield Abbey,328,Buckinghamshire,,
11UBHL,Mandeville and Elm Farm,328,Buckinghamshire,,
11UBHM,Marsh Gibbon,328,Buckinghamshire,,
11UBHN,Newton Longville,328,Buckinghamshire,,
11UBHP,Oakfield,328,Buckinghamshire,,
11UBHQ,Pitstone,328,Buckinghamshire,,
11UBHR,Quainton,328,Buckinghamshire,,
11UBHS,Quarrendon,328,Buckinghamshire,,
11UBHT,Southcourt,328,Buckinghamshire,,
11UBHU,Steeple Claydon,328,Buckinghamshire,,
11UBHW,Stewkley,328,Buckinghamshire,,
11UBHX,Tingewick,328,Buckinghamshire,,
11UBHY,Waddesdon,328,Buckinghamshire,,
11UBHZ,Walton Court and Hawkslade,328,Buckinghamshire,,
11UBJA,Weedon,328,Buckinghamshire,,
11UBJB,Wendover,328,Buckinghamshire,,
11UBJC,Wing,328,Buckinghamshire,,
11UBJD,Wingrave,328,Buckinghamshire,,
11UBJE,Winslow,328,Buckinghamshire,,
11UCGH,Amersham Common,328,Buckinghamshire,,
11UCGJ,Amersham-on-the-Hill,328,Buckinghamshire,,
11UCGK,Amersham Town,328,Buckinghamshire,,
11UCGL,Asheridge Vale and Lowndes,328,Buckinghamshire,,
11UCGM,"Ashley Green, Latimer and Chenies",328,Buckinghamshire,,
11UCGN,Austenwood,328,Buckinghamshire,,
11UCGP,"Ballinger, South Heath and Chartridge",328,Buckinghamshire,,
11UCGQ,Central,328,Buckinghamshire,,
11UCGR,Chalfont Common,328,Buckinghamshire,,
11UCGS,Chalfont St Giles,328,Buckinghamshire,,
11UCGT,Chesham Bois and Weedon Hill,328,Buckinghamshire,,
11UCGU,"Cholesbury, The Lee and Bellingdon",328,Buckinghamshire,,
11UCGW,Gold Hill,328,Buckinghamshire,,
11UCGX,Great Missenden,328,Buckinghamshire,,
11UCGY,Hilltop and Townsend,328,Buckinghamshire,,
11UCGZ,Holmer Green,328,Buckinghamshire,,
11UCHA,Little Chalfont,328,Buckinghamshire,,
11UCHB,Little Missenden,328,Buckinghamshire,,
11UCHC,Newtown,328,Buckinghamshire,,
11UCHD,Penn and Coleshill,328,Buckinghamshire,,
11UCHE,Prestwood and Heath End,328,Buckinghamshire,,
11UCHF,Ridgeway,328,Buckinghamshire,,
11UCHG,St Mary's and Waterside,328,Buckinghamshire,,
11UCHH,Seer Green,328,Buckinghamshire,,
11UCHJ,Vale,328,Buckinghamshire,,
11UEFX,Beaconsfield North,328,Buckinghamshire,,
11UEFY,Beaconsfield South,328,Buckinghamshire,,
11UEFZ,Beaconsfield West,328,Buckinghamshire,,
11UEGA,Burnham Beeches,328,Buckinghamshire,,
11UEGB,Burnham Church,328,Buckinghamshire,,
11UEGC,Burnham Lent Rise,328,Buckinghamshire,,
11UEGD,Denham North,328,Buckinghamshire,,
11UEGE,Denham South,328,Buckinghamshire,,
11UEGF,Dorney and Burnham South,328,Buckinghamshire,,
11UEGG,Farnham Royal,328,Buckinghamshire,,
11UEGH,Gerrards Cross East and Denham South West,328,Buckinghamshire,,
11UEGJ,Gerrards Cross North,328,Buckinghamshire,,
11UEGK,Gerrards Cross South,328,Buckinghamshire,,
11UEGL,Hedgerley and Fulmer,328,Buckinghamshire,,
11UEGM,Iver Heath,328,Buckinghamshire,,
11UEGN,Iver Village and Richings Park,328,Buckinghamshire,,
11UEGP,Stoke Poges,328,Buckinghamshire,,
11UEGQ,Taplow,328,Buckinghamshire,,
11UEGR,Wexham and Iver West,328,Buckinghamshire,,
11UFGK,Abbey,328,Buckinghamshire,,
11UFGL,Bledlow and Bradenham,328,Buckinghamshire,,
11UFGM,Booker and Cressex,328,Buckinghamshire,,
11UFGN,Bourne End-cum-Hedsor,328,Buckinghamshire,,
11UFGP,Bowerdean,328,Buckinghamshire,,
11UFGQ,Chiltern Rise,328,Buckinghamshire,,
11UFGR,Disraeli,328,Buckinghamshire,,
11UFGS,Downley and Plomer Hill,328,Buckinghamshire,,
11UFGT,Flackwell Heath and Little Marlow,328,Buckinghamshire,,
11UFGU,Greater Hughenden,328,Buckinghamshire,,
11UFGW,Greater Marlow,328,Buckinghamshire,,
11UFGX,Hambleden Valley,328,Buckinghamshire,,
11UFGY,Hazlemere North,328,Buckinghamshire,,
11UFGZ,Hazlemere South,328,Buckinghamshire,,
11UFHA,Icknield,328,Buckinghamshire,,
11UFHB,"Lacey Green, Speen and the Hampdens",328,Buckinghamshire,,
11UFHC,Marlow North and West,328,Buckinghamshire,,
11UFHD,Marlow South East,328,Buckinghamshire,,
11UFHE,Micklefield,328,Buckinghamshire,,
11UFHF,Oakridge and Castlefield,328,Buckinghamshire,,
11UFHG,Ryemead,328,Buckinghamshire,,
11UFHH,Sands,328,Buckinghamshire,,
11UFHJ,Stokenchurch and Radnage,328,Buckinghamshire,,
11UFHK,Terriers and Amersham Hill,328,Buckinghamshire,,
11UFHL,Totteridge,328,Buckinghamshire,,
11UFHM,The Risboroughs,328,Buckinghamshire,,
11UFHN,The Wooburns,328,Buckinghamshire,,
11UFHP,Tylers Green and Loudwater,328,Buckinghamshire,,
12UBFQ,Abbey,339,Cambridgeshire,,
12UBFR,Arbury,339,Cambridgeshire,,
12UBFS,Castle,339,Cambridgeshire,,
12UBFT,Cherry Hinton,339,Cambridgeshire,,
12UBFU,Coleridge,339,Cambridgeshire,,
12UBFW,East Chesterton,339,Cambridgeshire,,
12UBFX,King's Hedges,339,Cambridgeshire,,
12UBFY,Market,339,Cambridgeshire,,
12UBFZ,Newnham,339,Cambridgeshire,,
12UBGA,Petersfield,339,Cambridgeshire,,
12UBGB,Queen Edith's,339,Cambridgeshire,,
12UBGC,Romsey,339,Cambridgeshire,,
12UBGD,Trumpington,339,Cambridgeshire,,
12UBGE,West Chesterton,339,Cambridgeshire,,
12UCFU,Bottisham,339,Cambridgeshire,,
12UCFW,Burwell,339,Cambridgeshire,,
12UCFX,Cheveley,339,Cambridgeshire,,
12UCFY,Downham Villages,339,Cambridgeshire,,
12UCFZ,Dullingham Villages,339,Cambridgeshire,,
12UCGA,Ely East,339,Cambridgeshire,,
12UCGB,Ely North,339,Cambridgeshire,,
12UCGC,Ely South,339,Cambridgeshire,,
12UCGD,Ely West,339,Cambridgeshire,,
12UCGE,Fordham Villages,339,Cambridgeshire,,
12UCGF,Haddenham,339,Cambridgeshire,,
12UCGG,Isleham,339,Cambridgeshire,,
12UCGH,Littleport East,339,Cambridgeshire,,
12UCGJ,Littleport West,339,Cambridgeshire,,
12UCGK,Soham North,339,Cambridgeshire,,
12UCGL,Soham South,339,Cambridgeshire,,
12UCGM,Stretham,339,Cambridgeshire,,
12UCGN,Sutton,339,Cambridgeshire,,
12UCGP,The Swaffhams,339,Cambridgeshire,,
12UDGC,Bassenhally,339,Cambridgeshire,,
12UDGD,"Benwick, Coates and Eastrea",339,Cambridgeshire,,
12UDGE,Birch,339,Cambridgeshire,,
12UDGF,Clarkson,339,Cambridgeshire,,
12UDGG,Delph,339,Cambridgeshire,,
12UDGH,Doddington,339,Cambridgeshire,,
12UDGJ,Elm and Christchurch,339,Cambridgeshire,,
12UDGK,Hill,339,Cambridgeshire,,
12UDGL,Kingsmoor,339,Cambridgeshire,,
12UDGM,Kirkgate,339,Cambridgeshire,,
12UDGN,Lattersey,339,Cambridgeshire,,
12UDGP,Manea,339,Cambridgeshire,,
12UDGQ,March East,339,Cambridgeshire,,
12UDGR,March North,339,Cambridgeshire,,
12UDGS,March West,339,Cambridgeshire,,
12UDGT,Medworth,339,Cambridgeshire,,
12UDGU,Parson Drove and Wisbech St Mary,339,Cambridgeshire,,
12UDGW,Peckover,339,Cambridgeshire,,
12UDGX,Roman Bank,339,Cambridgeshire,,
12UDGY,St Andrews,339,Cambridgeshire,,
12UDGZ,St Marys,339,Cambridgeshire,,
12UDHA,Slade Lode,339,Cambridgeshire,,
12UDHB,Staithe,339,Cambridgeshire,,
12UDHC,The Mills,339,Cambridgeshire,,
12UDHD,Waterlees,339,Cambridgeshire,,
12UDHE,Wenneye,339,Cambridgeshire,,
12UDHF,Wimblington,339,Cambridgeshire,,
12UEGM,Alconbury and The Stukeleys,339,Cambridgeshire,,
12UEGN,Brampton,339,Cambridgeshire,,
12UEGP,Buckden,339,Cambridgeshire,,
12UEGQ,Earith,339,Cambridgeshire,,
12UEGR,Ellington,339,Cambridgeshire,,
12UEGS,Elton and Folksworth,339,Cambridgeshire,,
12UEGT,Fenstanton,339,Cambridgeshire,,
12UEGU,Godmanchester,339,Cambridgeshire,,
12UEGW,Gransden and The Offords,339,Cambridgeshire,,
12UEGX,Huntingdon East,339,Cambridgeshire,,
12UEGY,Huntingdon North,339,Cambridgeshire,,
12UEGZ,Huntingdon West,339,Cambridgeshire,,
12UEHA,Kimbolton and Staughton,339,Cambridgeshire,,
12UEHB,Little Paxton,339,Cambridgeshire,,
12UEHC,Ramsey,339,Cambridgeshire,,
12UEHD,St Ives East,339,Cambridgeshire,,
12UEHE,St Ives South,339,Cambridgeshire,,
12UEHF,St Ives West,339,Cambridgeshire,,
12UEHG,St Neots Eaton Ford,339,Cambridgeshire,,
12UEHH,St Neots Eaton Socon,339,Cambridgeshire,,
12UEHJ,St Neots Eynesbury,339,Cambridgeshire,,
12UEHK,St Neots Priory Park,339,Cambridgeshire,,
12UEHL,Sawtry,339,Cambridgeshire,,
12UEHM,Somersham,339,Cambridgeshire,,
12UEHN,Stilton,339,Cambridgeshire,,
12UEHP,The Hemingfords,339,Cambridgeshire,,
12UEHQ,Upwood and The Raveleys,339,Cambridgeshire,,
12UEHR,Warboys and Bury,339,Cambridgeshire,,
12UEHS,Yaxley and Farcet,339,Cambridgeshire,,
12UGGW,Balsham,339,Cambridgeshire,,
12UGGX,Bar Hill,339,Cambridgeshire,,
12UGGY,Barton,339,Cambridgeshire,,
12UGGZ,Bassingbourn,339,Cambridgeshire,,
12UGHB,Caldecote,339,Cambridgeshire,,
12UGHC,Comberton,339,Cambridgeshire,,
12UGHD,Cottenham,339,Cambridgeshire,,
12UGHE,Duxford,339,Cambridgeshire,,
12UGHF,Fowlmere and Foxton,339,Cambridgeshire,,
12UGHG,Fulbourn,339,Cambridgeshire,,
12UGHH,Gamlingay,339,Cambridgeshire,,
12UGHJ,Girton,339,Cambridgeshire,,
12UGHK,Hardwick,339,Cambridgeshire,,
12UGHL,Harston and Hauxton,339,Cambridgeshire,,
12UGHM,Haslingfield and The Eversdens,339,Cambridgeshire,,
12UGHN,Histon and Impington,339,Cambridgeshire,,
12UGHP,Linton,339,Cambridgeshire,,
12UGHQ,Longstanton,339,Cambridgeshire,,
12UGHR,Melbourn,339,Cambridgeshire,,
12UGHS,Meldreth,339,Cambridgeshire,,
12UGHT,Milton,339,Cambridgeshire,,
12UGHU,Orwell and Barrington,339,Cambridgeshire,,
12UGHX,Sawston,339,Cambridgeshire,,
12UGHY,Swavesey,339,Cambridgeshire,,
12UGHZ,Teversham,339,Cambridgeshire,,
12UGJA,The Abingtons,339,Cambridgeshire,,
12UGJB,The Mordens,339,Cambridgeshire,,
12UGJC,The Shelfords and Stapleford,339,Cambridgeshire,,
12UGJD,The Wilbrahams,339,Cambridgeshire,,
12UGJE,Waterbeach,339,Cambridgeshire,,
12UGJF,Whittlesford,339,Cambridgeshire,,
12UGJG,Willingham and Over,339,Cambridgeshire,,
12UGJH,Bourn,339,Cambridgeshire,,
12UGJJ,Papworth and Elsworth,339,Cambridgeshire,,
13UBGE,Barrow,347,Cheshire,,
13UBGF,Blacon Hall,347,Cheshire,,
13UBGG,Blacon Lodge,347,Cheshire,,
13UBGH,Boughton,347,Cheshire,,
13UBGJ,Boughton Heath,347,Cheshire,,
13UBGK,Christleton,347,Cheshire,,
13UBGL,City & St Anne's,347,Cheshire,,
13UBGM,College,347,Cheshire,,
13UBGN,Curzon & Westminster,347,Cheshire,,
13UBGP,Dodleston,347,Cheshire,,
13UBGQ,Elton,347,Cheshire,,
13UBGR,Farndon,347,Cheshire,,
13UBGS,Handbridge & St Mary's,347,Cheshire,,
13UBGT,Hoole All Saints,347,Cheshire,,
13UBGU,Hoole Groves,347,Cheshire,,
13UBGW,Huntington,347,Cheshire,,
13UBGX,Kelsall,347,Cheshire,,
13UBGY,Lache Park,347,Cheshire,,
13UBGZ,Malpas,347,Cheshire,,
13UBHA,Mickle Trafford,347,Cheshire,,
13UBHB,Mollington,347,Cheshire,,
13UBHC,Newton Brook,347,Cheshire,,
13UBHD,Newton St Michaels,347,Cheshire,,
13UBHE,Saughall,347,Cheshire,,
13UBHF,Tarvin,347,Cheshire,,
13UBHG,Tattenhall,347,Cheshire,,
13UBHH,Tilston,347,Cheshire,,
13UBHJ,Upton Grange,347,Cheshire,,
13UBHK,Upton Westlea,347,Cheshire,,
13UBHL,Vicars Cross,347,Cheshire,,
13UBHM,Waverton,347,Cheshire,,
13UCFU,Alsager Central,347,Cheshire,,
13UCFW,Alsager East,347,Cheshire,,
13UCFX,Alsager West,347,Cheshire,,
13UCFY,Astbury,347,Cheshire,,
13UCFZ,Brereton,347,Cheshire,,
13UCGA,Buglawton,347,Cheshire,,
13UCGB,Congleton Central,347,Cheshire,,
13UCGC,Congleton North,347,Cheshire,,
13UCGD,Congleton North West,347,Cheshire,,
13UCGE,Congleton South,347,Cheshire,,
13UCGF,Congleton West,347,Cheshire,,
13UCGG,Dane Valley,347,Cheshire,,
13UCGH,Holmes Chapel,347,Cheshire,,
13UCGJ,Lawton,347,Cheshire,,
13UCGK,Middlewich Cledford,347,Cheshire,,
13UCGL,Middlewich Kinderton,347,Cheshire,,
13UCGM,Odd Rode,347,Cheshire,,
13UCGN,Sandbach East,347,Cheshire,,
13UCGP,Sandbach North,347,Cheshire,,
13UCGQ,Sandbach West,347,Cheshire,,
13UDGD,Acton,347,Cheshire,,
13UDGE,Alexandra,347,Cheshire,,
13UDGF,Audlem,347,Cheshire,,
13UDGG,Barony Weaver,347,Cheshire,,
13UDGH,Birchin,347,Cheshire,,
13UDGJ,Bunbury,347,Cheshire,,
13UDGK,Coppenhall,347,Cheshire,,
13UDGL,Delamere,347,Cheshire,,
13UDGM,Englesea,347,Cheshire,,
13UDGN,Grosvenor,347,Cheshire,,
13UDGP,Haslington,347,Cheshire,,
13UDGQ,Leighton,347,Cheshire,,
13UDGR,Maw Green,347,Cheshire,,
13UDGS,Minshull,347,Cheshire,,
13UDGT,Peckforton,347,Cheshire,,
13UDGU,St Barnabas,347,Cheshire,,
13UDGW,St John's,347,Cheshire,,
13UDGX,St Mary's,347,Cheshire,,
13UDGY,Shavington,347,Cheshire,,
13UDGZ,Valley,347,Cheshire,,
13UDHA,Waldron,347,Cheshire,,
13UDHB,Wellington,347,Cheshire,,
13UDHC,Wells Green,347,Cheshire,,
13UDHD,Willaston,347,Cheshire,,
13UDHE,Wistaston Green,347,Cheshire,,
13UDHF,Wrenbury,347,Cheshire,,
13UDHG,Wybunbury,347,Cheshire,,
13UEFU,Burton & Ness,347,Cheshire,,
13UEFW,Central,347,Cheshire,,
13UEFX,Grange,347,Cheshire,,
13UEFY,Groves,347,Cheshire,,
13UEFZ,Ledsham,347,Cheshire,,
13UEGA,Little Neston,347,Cheshire,,
13UEGB,Neston,347,Cheshire,,
13UEGC,Parkgate,347,Cheshire,,
13UEGD,Pooltown,347,Cheshire,,
13UEGE,Rivacre,347,Cheshire,,
13UEGF,Riverside,347,Cheshire,,
13UEGG,Rossmore,347,Cheshire,,
13UEGH,Stanlow & Wolverham,347,Cheshire,,
13UEGJ,Strawberry Fields,347,Cheshire,,
13UEGK,Sutton,347,Cheshire,,
13UEGL,Sutton Green & Manor,347,Cheshire,,
13UEGM,Westminster,347,Cheshire,,
13UEGN,Whitby,347,Cheshire,,
13UEGP,Willaston & Thornton,347,Cheshire,,
13UGGN,Alderley Edge,347,Cheshire,,
13UGGP,Bollington Central,347,Cheshire,,
13UGGQ,Bollington East,347,Cheshire,,
13UGGR,Bollington West,347,Cheshire,,
13UGGS,Chelford,347,Cheshire,,
13UGGT,Dean Row,347,Cheshire,,
13UGGU,Disley & Lyme Handley,347,Cheshire,,
13UGGW,Fulshaw,347,Cheshire,,
13UGGX,Gawsworth,347,Cheshire,,
13UGGY,Handforth,347,Cheshire,,
13UGGZ,Henbury,347,Cheshire,,
13UGHA,High Legh,347,Cheshire,,
13UGHB,Hough,347,Cheshire,,
13UGHC,Knutsford Bexton,347,Cheshire,,
13UGHD,Knutsford Nether,347,Cheshire,,
13UGHE,Knutsford Norbury Booths,347,Cheshire,,
13UGHF,Knutsford Over,347,Cheshire,,
13UGHG,Lacey Green,347,Cheshire,,
13UGHH,Macclesfield Bollinbrook,347,Cheshire,,
13UGHJ,Macclesfield Broken Cross,347,Cheshire,,
13UGHK,Macclesfield Central,347,Cheshire,,
13UGHL,Macclesfield East,347,Cheshire,,
13UGHM,Macclesfield Hurdsfield,347,Cheshire,,
13UGHN,Macclesfield Ivy,347,Cheshire,,
13UGHP,Macclesfield Ryles,347,Cheshire,,
13UGHQ,Macclesfield South,347,Cheshire,,
13UGHR,Macclesfield Tytherington,347,Cheshire,,
13UGHS,Macclesfield West,347,Cheshire,,
13UGHT,Mere,347,Cheshire,,
13UGHU,Mobberley,347,Cheshire,,
13UGHW,Morley & Styal,347,Cheshire,,
13UGHX,Plumley,347,Cheshire,,
13UGHY,Poynton Central,347,Cheshire,,
13UGHZ,Poynton East,347,Cheshire,,
13UGJA,Poynton West,347,Cheshire,,
13UGJB,Prestbury,347,Cheshire,,
13UGJC,Rainow,347,Cheshire,,
13UGJD,Sutton,347,Cheshire,,
13UHGP,Barnton,347,Cheshire,,
13UHGQ,Cogshall,347,Cheshire,,
13UHGR,Cuddington & Oakmere,347,Cheshire,,
13UHGS,Davenham & Moulton,347,Cheshire,,
13UHGT,Forest,347,Cheshire,,
13UHGU,Frodsham North,347,Cheshire,,
13UHGW,Frodsham South,347,Cheshire,,
13UHGX,Hartford & Whitegate,347,Cheshire,,
13UHGY,Helsby,347,Cheshire,,
13UHGZ,Kingsley,347,Cheshire,,
13UHHA,Leftwich & Kingsmead,347,Cheshire,,
13UHHB,Lostock & Wincham,347,Cheshire,,
13UHHC,Mara,347,Cheshire,,
13UHHD,Milton Weaver,347,Cheshire,,
13UHHE,Northwich Castle,347,Cheshire,,
